order_id,order_date,customer_id,product_id,store_id,channel,qty,unit_price,discount_pct,shipping_cost,payment_method,order_status
ORD103678,2024-04-09,C25693,P1157,S99,Online,1,Rp 1.160.000,0.0,447000.0,E-Wallet,Selesai
ORD109317,2024-09-26,C22934,P1119,S99,Online,1,907000,0.0,413000.0,Kartu Kredit,Selesai
ORD105516,2024-09-19,C21750,P1081,S99,Online,1,3606000,15.0,65000.0,Cicilan 0%,Selesai
ORD107273,13/03/2025,C24556,P1154,S99,online,4,142000,10.0,279000.0,E-Wallet,Selesai
ORD106648,2025-08-04,C20314,P1009,S99,Online,1,10158000,5.0,200000.0,kartu kredit,Selesai
ORD110379,2025-02-03,C25650,P1038,S99,Online,1,3874000,15.0,412000.0,Kartu Kredit,Retur
ORD105493,2025-11-01,C22506,P1019,S99, Online ,1,6346000,15.0,304000.0,COD,Selesai
ORD106153,2025-12-25,C22972,P1006,S99,Online,1,3502000,30.0,190000.0,Transfer Bank,Selesai
ORD100744,2025-03-26,C25322,P1156,,Offline,1,Rp 718.000,10.0,0.0,E-Wallet,Selesai
ORD101621,2024-05-03,C22857,P1062,S09,Offline,1,15249000,0.0,0.0,Cicilan 0 %,Selesai
ORD100518,2025-07-08,C26224,P1145,S12,Offline,2,1734000,0.0,0.0,COD,Selesai
ORD102464,2024-03-22,C24595,P1060,S99,Online,1,4029000,15.0,268000.0,E-Wallet,Selesai
ORD108781,2024-03-12,C20514,P1086,S99,Online,1,298000,30.0,114000.0,E-Wallet,Selesai
ORD103559,2024-10-23,C20283,P1128,S99,Online,1,1892000,,375000.0,transfer bank,Selesai
ORD105479,2025-04-10,C24508,P1166,S99,online,1,996000,10.0,206000.0,Transfer Bank,Selesai
ORD111061,2025-08-29,C24078,P1137,S99,Online,1,213000,0.0,47000.0,Cicilan 0%,Selesai
ORD104004,2025-04-25,C26085,P1020,S99,Online,1,8145000,25.0,294000.0,Transfer Bank,Selesai
ORD101732,2024-12-06,C20011,P1104,S99,online,2,696000,35.0,486000.0,Tunai,Selesai
ORD109364,16/10/2025,C21132,P1011,S08,Offline,1,7878000,5.0,0.0,COD,Selesai
ORD103958,2024-12-27,C20745,P1154,S99,Online,1,Rp 144.000,25.0,346000.0,Transfer,Selesai
ORD103753,2025-07-24,C22897,P1064,S99,ONLINE,1,13702000,5.0,36000.0,Kartu Kredit,Selesai
ORD102677,2025-01-22,C20396,P1136,S99,online,1,1745000,,75000.0,Transfer Bank,Selesai
ORD107607,2025-04-20,C25339,P1076,S11,Offline,1,4047000,0.0,0.0,Transfer Bank,Selesai
ORD105771,2024-03-13,C26500,P1068,S99,Online,1,6990000,25.0,474000.0,E-Wallet,Dibatalkan
ORD107900,2025-08-04,C22270,P1138,S09,offline,2,3128000,0.0,0.0,cicilan 0%,Selesai
ORD104794,18/07/2024,C20058,P1068,S99,ONLINE,1,6710000,20.0,94000.0,E-Wallet,Retur
ORD105211,2024-05-20,C26207,P1039,S07,Offline,2,1177000,0.0,0.0,Kartu Kredit,Selesai
ORD102271,2025-01-05,C26613,P1152,S99,online,2,165000,20.0,441000.0,Tunai,Selesai
ORD101368,2024-07-04,C20911,P1149,S09,OFFLINE,2,1058000,0.0,0.0,E-Wallet,Selesai
ORD100357,2025-12-11,C22516,P1099,S07,offline,1,138000,25.0,0.0,TUNAI,Selesai
ORD111029,2024-11-24,C25007,P1018,S99,Online,2,7772000,15.0,358000.0,Transfer Bank,Selesai
ORD108802,2024-10-26,C25452,P1093,S99,Online,1,384000,5.0,416000.0,Transfer Bank,Selesai
ORD108021,2024-01-08,C22940,P1063,S01,Offline,1,3087000,,0.0,Kartu Kredit,Selesai
ORD105265,2024-12-13,C23197,P1056,S99,Online,1,5984000,15.0,173000.0,E-Wallet,Selesai
ORD106372,2025-06-26,C26024,P1160,S11,Offline,1,538000,0.0,,E-Wallet,Selesai
ORD109174,2024-09-04,C25485,P1011,S99, Online ,2,7630000,5.0,190000.0,TUNAI,Selesai
ORD106073,2024-09-21,C23385,P1116,S08,Offline,2,726000,10.0,0.0,COD,Selesai
ORD110051,2025-11-27,C20127,P1159,S99,Online,1,Rp 117.000,20.0,365000.0,E-Wallet,Retur
ORD108893,2025-03-15,C24994,P1035,S99, Online ,2,2856000,,503000.0,COD,Selesai
ORD106357,2024-01-27,C26492,P1031,S99,Online,1,3963000,30.0,245000.0,KARTU KREDIT,Selesai
ORD106883,2024-01-29,C21449,P1107,S12,Offline,1,1017000,,0.0,COD,Selesai
ORD110923,2024-12-20,C21691,P1153,S04,Offline,1,1335000,30.0,,E-Wallet,Selesai
ORD110860,2025-12-04,C26474,P1102,S05,Offline,3,614000,15.0,0.0,E-Wallet,Selesai
ORD111822,2025-05-10,C20604,P1138,S10,Offline,1,2940000,0.0,0.0,E-Wallet,Selesai
ORD102442,2024-03-02,C25196,P1128,S12,Offline,2,1761000,0.0,0.0,Transfer Bank,Selesai
ORD103404,2024-09-25,C23032,P1100,S99,Online,1,1126000,0.0,421000.0,COD,Selesai
ORD101153,2025-07-07,C23923,P1149,S07,Offline,1,1118000,20.0,0.0,Cicilan 0%,Selesai
ORD107907,2025-11-28,C24023,P1159,S10,Offline,2,119000,,0.0,E Wallet,Selesai
ORD102664,2024-03-21,C25644,P1085,S99,Online,2,2962000,5.0,275000.0,E-Wallet,Selesai
ORD103194,2024-11-11,C26392,P1134,S99,Online,1,Rp 1.914.000,30.0,69000.0,TRANSFER BANK,Selesai
ORD107998,2025-02-25,C26788,P1059,S99,online,1,6711000,,55000.0,Kartu Kredit,Selesai
ORD102751,2025-12-20,C22656,P1157,S99, Online ,2,1202000,15.0,296000.0,Tunai,Selesai
ORD100200,2025-02-20,C22003,P1084,S06,Offline,1,7046000,0.0,0.0,Cicilan 0%,Selesai
ORD111882,16/08/2024,C23374,P1005,S08,Offline,1,9104000,5.0,0.0,Transfer Bank,Selesai
ORD102254,2025-11-08,C26491,P1022,S12,Offline,2,5623000,15.0,0.0,Tunai,Selesai
ORD105418,2025-09-30,C23122,P1166,S99,Online,4,1010000,20.0,287000.0,Kartu Kredit,Selesai
ORD103400,2025-06-11,C20158,P1159,S99,Online,1,127000,0.0,296000.0,Cicilan 0%,Selesai
ORD108731,2025-11-29,C23455,P1009,S99,online,1,Rp 10.102.000,30.0,490000.0,Credit Card,Selesai
ORD109490,2024-06-13,C26252,P1107,S11,Offline,1,1077000,0.0,0.0,Cicilan 0%,Retur
ORD111082,06/08/2025,C25334,P1078,S05,Toko Fisik,2,1795000,0.0,0.0,E-Wallet,Selesai
ORD106390,2025-03-18,C25002,P1127,S99, Online ,1,1334000,10.0,63000.0,Kartu Kredit,Selesai
ORD103399,2025-03-30,C21725,P1050,S99,Online,1,3812000,10.0,223000.0,E Wallet,Selesai
ORD110644,02/07/2024,C24673,P1015,S08,Offline,1,6037000,0.0,,TRANSFER BANK,Selesai
ORD107222,19/03/2024,C24392,P1133,S06,Toko Fisik,1,930000,5.0,0.0,TRANSFER BANK,Selesai
ORD101320,2024-12-29,C21209,P1094,S99,Online,1,442000,10.0,335000.0,Transfer Bank,Selesai
ORD110495,2025-12-29,C26285,P1020,S99,Online,2,7976000,20.0,228000.0,Transfer Bank,Selesai
ORD108297,2025-05-02,C21377,P1090,,Online,1,208000,30.0,258000.0,E-Wallet,Selesai
ORD110619,2025-10-07,C25152,P1006,S99,Online,1,3939000,15.0,70000.0,Cicilan 0%,Selesai
ORD105580,2024-10-12,C21476,P1074,S02,Offline,1,2723000,0.0,0.0,Kartu Kredit,Selesai
ORD107968,2025-09-22,C22532,P1017,S99,Online,1,Rp 3.719.000,25.0,183000.0,Tunai,Selesai
ORD111132,2024-07-31,C26215,P1103,S99,Online,2,908000,20.0,170000.0,Tunai,Retur
ORD108124,2025-11-25,C21671,P1041,S99,Online,1,5411000,30.0,136000.0,E Wallet,Selesai
ORD100311,2024-08-16,C22440,P1070,S99, Online ,1,888000,25.0,222000.0,,Selesai
ORD101595,10/05/2025,C24132,P1047,S99,Online,1,9228000,15.0,197000.0,Kartu Kredit,Selesai
ORD111343,2024-08-26,C21083,P1076,S03,Offline,1,3824000,5.0,0.0,Tunai,Selesai
ORD105667,2025-06-18,C26180,P1083,S03,Offline,3,8009000,15.0,0.0,Transfer Bank,Selesai
ORD105964,2024-02-21,C21317,P1033,S99,Online,1,4488000,0.0,349000.0,E-Wallet,Selesai
ORD108971,2024-04-30,C23397,P1092,S11,offline,1,1116000,5.0,0.0,transfer bank,Selesai
ORD107895,2025-05-17,C23829,P1074,S05,Offline,1,Rp 2.793.000,0.0,0.0,Cicilan 0%,Selesai
ORD106201,12/03/2025,C22299,P1012,S06,Offline,1,2975000,10.0,0.0,Cicilan 0%,Selesai
ORD104747,2025-03-19,C26437,P1162,S99,Online,1,411000,10.0,145000.0,Transfer Bank,Selesai
ORD106672,2025-03-15,C24297,P1135,S99, Online ,2,2689000,0.0,408000.0,cicilan 0%,Selesai
ORD110645,2025-02-06,C25920,P1154,S99,Online,1,142000,,52000.0,e-wallet,Selesai
ORD111311,03/04/2024,C20941,P1032,S08,Offline,1,6196000,0.0,0.0,Transfer Bank,Selesai
ORD109112,2024-04-01,C25962,P1156,S99, Online ,1,695000,,509000.0,Tunai,Selesai
ORD105491,2025-05-25,C26420,P1050,S06,Offline,2,3804000,5.0,0.0,Cicilan 0%,Selesai
ORD104119,2025-11-21,C25700,P1136,S06,Offline,1,1642000,15.0,0.0,Kartu Kredit,Selesai
ORD100293,2025-06-28,C24033,P1032,S03,offline,1,5651000,20.0,,Kartu Kredit,Selesai
ORD105378,07/12/2025,C20498,P1099,S99,Online,1,150000,25.0,428000.0,Kartu Kredit,Selesai
ORD102873,2025-06-22,C25046,P1073,S99,Online,2,7019000,25.0,36000.0,Transfer Bank,Selesai
ORD102340,2025-05-15,C22436,P1016,S09,Offline,1,10080000,0.0,0.0,,Selesai
ORD106922,2025-02-14,C24163,P1038,S99,Online,1,3908000,5.0,284000.0,Cicilan 0%,Selesai
ORD108479,2024-02-10,C23692,P1153,S99,Online,2,1314000,25.0,462000.0,E-Wallet,Selesai
ORD104890,2025-01-26,C25198,P1004,S99,online,3,9551000,10.0,337000.0,Cicilan 0%,Selesai
ORD108888,2025-03-23,C20819,P1114,S07,Offline,2,2154000,0.0,0.0,Transfer Bank,Selesai
ORD111798,2025-12-30,C21369,P1006,S12,Offline,1,3846000,25.0,0.0,EWallet,Selesai
ORD102780,2024-10-02,C24674,P1103,S10,Offline,2,892000,0.0,0.0,Tunai,Selesai
ORD108849,2024-12-19,C24011,P1143,S99,Online,1,3001000,35.0,354000.0,Tunai,Selesai
ORD108147,2025-10-10,C22708,P1040,S99,online,1,4903000,5.0,316000.0,Cicilan 0%,Selesai
ORD100613,2024-12-17,C22650,P1031,S09,Offline,1,4040000,25.0,0.0,Tunai,Selesai
ORD100970,2024-05-30,C26751,P1167,S99, Online ,3,761000,5.0,173000.0,Transfer Bank,Selesai
ORD105199,2025-07-17,C21208,P1032,S99,Online,2,5693000,10.0,360000.0,Cash on Delivery,Selesai
ORD110388,2025-11-15,C26363,P1025,S03,Offline,1,5093000,25.0,0.0,KARTU KREDIT,Selesai
ORD109962,2025-09-11,C24911,P1029,S99,Online,2,5791000,20.0,258000.0,COD,Dibatalkan
ORD100102,2025-12-16,C22199,P1023,S99,Online,1,4220000,,74000.0,Cicilan 0%,Selesai
ORD104553,2025-07-30,C26521,P1144,S99, Online ,4,2600000,30.0,247000.0,kartu kredit,Selesai
ORD108309,2024-02-03,C23434,P1027,S05,Offline,1,986000,10.0,0.0,Cash,Selesai
ORD104674,2025-05-13,C20108,P1100,S99,Online,1,1103000,5.0,339000.0,Cicilan 0%,Selesai
ORD102020,2025-04-18,C20600,P1140,S04,Toko Fisik,1,1405000,10.0,0.0,Cicilan 0%,Selesai
ORD104400,2024-03-26,C23737,P1150,S99,Online,1,421000,20.0,504000.0,COD,Selesai
ORD109103,2024-02-12,C26110,P1123,S99,online,1,310000,15.0,76000.0,Kartu Kredit,Selesai
ORD102019,2024-11-30,C22423,P1052,S99,Online,1,Rp 5.960.000,10.0,401000.0,E-Wallet,Selesai
ORD111907,2024-07-25,C20911,P1165,S99,Online,2,1081000,20.0,231000.0,Kartu Kredit,Selesai
ORD100736,2024-01-30,C22330,P1016,S01,OFFLINE,1,10757000,5.0,0.0,Transfer Bank,Selesai
ORD109802,2025-07-25,C25127,P1083,S01,offline,1,7135000,0.0,0.0,Kartu Kredit,Selesai
ORD108638,2025-10-19,C21747,P1017,S02,Offline,1,3630000,,0.0,Transfer Bank,Selesai
ORD105758,2024-03-07,C26199,P1050,S12,Toko Fisik,1,3475000,10.0,0.0,cod,Selesai
ORD107881,2025-04-02,C24162,P1082,S12,Offline,2,Rp 1.806.000,10.0,0.0,Tunai,Selesai
ORD102239,2025-01-04,C23991,P1139,S11,OFFLINE,4,Rp 1.962.000,0.0,0.0,Cicilan 0%,Selesai
ORD107467,2025-06-24,C21245,P1005,S99,Online,4,8597000,10.0,341000.0,E-Wallet,Selesai
ORD108375,2025-06-01,C25185,P1056,S99,Online,1,6107000,5.0,39000.0,Tunai,Selesai
ORD105677,2025-02-17,C20660,P1015,S99,ONLINE,1,Rp 5.867.000,0.0,357000.0,Transfer Bank,Selesai
ORD106967,2025-02-10,C26493,P1137,S08,Offline,1,215000,0.0,0.0,TUNAI,Selesai
ORD104015,04/06/2025,C20078,P1038,S10,Offline,1,4139000,0.0,0.0,E-Wallet,Selesai
ORD101434,26/11/2025,C25117,P1020,S05,OFFLINE,1,8736000,15.0,0.0,Cicilan 0%,Selesai
ORD106167,2025-12-04,C22184,P1138,S99,Online,1,2750000,30.0,68000.0,Kartu Kredit,Retur
ORD105674,2024-11-13,C23577,P1066,S11,Offline,1,4303000,30.0,,Tunai,Selesai
ORD111457,2025-10-28,C26292,P1149,S99,Online,1,1076000,10.0,133000.0,Kartu Kredit,Selesai
ORD100135,2025-09-18,C22810,P1028,S99,Online,2,2170000,30.0,450000.0,e-wallet,Selesai
ORD102963,2025-10-18,C25925,P1158,S99,Online,1,1328000,10.0,438000.0,Tunai,Selesai
ORD102627,2025-04-08,C21745,P1115,S11,Toko Fisik,2,659000,15.0,0.0,COD,Dibatalkan
ORD110337,2025-07-11,C22779,P1072,S99,Online,1,3405000,5.0,321000.0,Kartu Kredit,Selesai
ORD100850,2025-04-16,C23600,P1082,S11,Offline,1,1760000,10.0,0.0,Transfer Bank,Selesai
ORD102221,2025-04-09,C20192,P1168,S99,ONLINE,1,776000,15.0,428000.0,TUNAI,Selesai
ORD104393,2025-10-04,C23878,P1138,S08,OFFLINE,1,2808000,15.0,0.0,Cicilan 0%,Selesai
ORD105481,2025-11-06,C20816,P1115,S99,Online,1,728000,20.0,362000.0,COD,Selesai
ORD103107,2024-06-03,C25292,P1013,S06,Offline,1,9324000,0.0,0.0,Kartu Kredit,Selesai
ORD110306,2025-11-06,C26533,P1075,S11,Offline,1,5299000,,0.0,Cicilan 0%,Selesai
ORD100360,2024-02-09,C24066,P1073,S99,Online,4,6782000,0.0,83000.0,E-Wallet,Selesai
ORD106339,2025-08-26,C22149,P1016,S12,Offline,4,10708000,15.0,0.0,Kartu Kredit,Selesai
ORD100533,2025-11-06,C23464,P1101,S99,online,3,1018000,25.0,230000.0,E-Wallet,Selesai
ORD103105,2024-11-12,C25116,P1145,S99,Online,3,1854000,25.0,72000.0,Kartu Kredit,Selesai
ORD110046,16/08/2025,C25320,P1006,S04,Offline,3,3476000,0.0,0.0,E-Wallet,Retur
ORD106832,2025-06-28,C22729,P1042,S99,Online,1,1015000,10.0,492000.0,Cicilan 0%,Selesai
ORD111267,2025-11-21,C25270,P1013,S08,Offline,1,10394000,20.0,0.0,Kartu Kredit,Selesai
ORD102943,2025-03-17,C24216,P1055,S99,Online,2,4060000,15.0,461000.0,Kartu Kredit,Selesai
ORD109386,2025-11-14,C23289,P1067,S06,Offline,4,5622000,15.0,0.0,E-Wallet,Selesai
ORD111214,04/06/2024,C21622,P1099,S99, Online ,4,157000,5.0,112000.0,E-Wallet,Selesai
ORD109659,2025-04-10,C25015,P1156,S99,Online,1,744000,30.0,164000.0,Cicilan 0%,Selesai
ORD110509,2024-08-14,C23768,P1016,S99,online,1,11063000,15.0,392000.0,Cicilan 0%,Selesai
ORD109088,06/04/2024,C22131,P1054,S99,online,1,2121000,20.0,223000.0,Kartu Kredit,Selesai
ORD111002,2025-01-04,C21244,P1089,S08,OFFLINE,1,465000,5.0,0.0,Transfer Bank,Selesai
ORD105259,2025-10-26,C21226,P1156,S11,Offline,2,Rp 769.000,10.0,0.0,Tunai,Selesai
ORD110593,2025-10-29,C25652,P1144,S99, Online ,1,2797000,15.0,240000.0,Kartu Kredit,Selesai
ORD100927,2025-12-03,C23881,P1115,S99,Online,1,700000,15.0,125000.0,Kartu Kredit,Selesai
ORD104075,04/10/2024,C21809,P1068,S05,Offline,1,6592000,10.0,0.0,COD,Selesai
ORD107049,2025-04-24,C25431,P1009,S99,Online,1,9385000,0.0,315000.0,Kartu Kredit,Retur
ORD110859,2024-11-18,C20384,P1107,S99,Online,1,1032000,10.0,374000.0,Transfer Bank,Selesai
ORD110462,2025-03-07,C23208,P1090,S99,Online,2,197000,0.0,49000.0,COD,Selesai
ORD105709,2025-09-08,C24502,P1031,S99,online,1,Rp 4.242.000,10.0,439000.0,E-Wallet,Dibatalkan
ORD107420,2025-12-20,C23208,P1079,S07,OFFLINE,3,6083000,15.0,0.0,E-Wallet,Selesai
ORD107391,2024-10-03,C23471,P1056,S05,Offline,4,6133000,10.0,0.0,E-Wallet,Selesai
ORD100379,2024-01-20,C26223,P1030,S99,Online,2,3368000,20.0,339000.0,Kartu Kredit,Selesai
ORD100149,2025-01-13,C22777,P1120,S06,Offline,1,125000,15.0,0.0,Tunai,Selesai
ORD111860,2024-07-02,C20780,P1131,S99,Online,1,2213000,10.0,503000.0,Cicilan 0%,Selesai
ORD107534,2025-04-11,C23445,P1034,S99,online,2,1161000,0.0,174000.0,E-Wallet,Selesai
ORD109473,2025-10-28,C23472,P1117,S09,Offline,1,1862000,5.0,0.0,Credit Card,Selesai
ORD109624,2025-09-22,C24013,P1018,S99, Online ,1,7309000,10.0,472000.0,E-Wallet,Selesai
ORD111813,2024-06-24,C20874,P1135,S99,online,2,2699000,15.0,356000.0,Cicilan 0%,Selesai
ORD107759,2024-04-16,C22134,P1030,S99,online,1,Rp 3.354.000,25.0,424000.0,Cicilan 0%,Selesai
ORD107460,2024-05-08,C23934,P1081,S99,Online,2,3642000,20.0,405000.0,Kartu Kredit,Selesai
ORD104411,2025-02-09,C26075,P1092,S12,Offline,2,1122000,10.0,0.0,Cicilan 0%,Selesai
ORD103776,2024-04-02,C24040,P1011,S99,online,3,7358000,5.0,98000.0,E-Wallet,Retur
ORD103312,2025-10-27,C20726,P1150,S99,Online,1,Rp 423.000,5.0,403000.0,Cicilan 0%,Selesai
ORD101323,2024-05-24,C22862,P1072,S99,Online,2,3537000,5.0,467000.0,Kartu Kredit,Selesai
ORD102009,2025-06-27,C22297,P1013,S06,Offline,1,10328000,0.0,0.0,Transfer Bank,Dibatalkan
ORD110865,2024-12-26,C21084,P1110,S99,Online,1,1364000,,419000.0,Cicilan 0%,Selesai
ORD108805,2025-12-25,C22473,P1147,S99, Online ,1,1872000,25.0,331000.0,E-Wallet,Selesai
ORD111018,2025-03-06,C20652,P1140,S03,Offline,1,Rp 1.338.000,0.0,0.0,E Wallet,Selesai
ORD100473,2025-03-25,C25382,P1015,S03,Offline,1,5563000,20.0,0.0,Transfer Bank,Selesai
ORD111135,05/09/2024,C20442,P1063,S99,Online,1,3118000,25.0,136000.0,Transfer Bank,Selesai
ORD111181,2025-10-15,C20829,P1007,S99,ONLINE,1,9766000,30.0,493000.0,E-Wallet,Selesai
ORD103026,2025-04-14,C26532,P1034,S08,offline,2,1064000,,0.0,Credit Card,Selesai
ORD102802,2025-02-13,C20226,P1007,S99,Online,1,10187000,5.0,251000.0,Transfer Bank,Selesai
ORD100218,2024-04-24,C20797,P1126,S07,Offline,1,1239000,5.0,0.0,Tunai,Selesai
ORD102709,2025-05-10,C21102,P1133,S04,Offline,1,952000,0.0,0.0,Tunai,Retur
ORD102380,2024-01-28,C21723,P1134,S99,Online,1,1974000,10.0,92000.0,Transfer Bank,Selesai
ORD109231,2025-03-19,C23188,P1068,S99,Online,1,6956000,25.0,289000.0,E-Wallet,Selesai
ORD107621,2025-05-10,C24497,P1168,S06,OFFLINE,1,797000,15.0,0.0,E-Wallet,Selesai
